rfi_rule_id,rule_id,trigger_condition,rfi_question,impact_if_unanswered,priority,source_page,source_excerpt
RFI-043-1,IB2024-I03-015,missing_integration_interface,請確認本案是否納入「3.1.3.7 地震偵知連動解除門禁」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"34,116",地震偵知可連動解除門禁
RFI-044-2,IB2024-I03-016,missing_scope,請確認本案是否納入「3.2.1.1 公共空間即時語音服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"35,117",公共空間提供即時語音服務
RFI-044-3,IB2024-I03-016,missing_equipment_spec,請確認本案是否納入「3.2.1.1 公共空間即時語音服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"35,117",公共空間提供即時語音服務
RFI-045-1,IB2024-I03-017,missing_integration_interface,請確認本案是否納入「3.2.1.2 對講整合行動通訊服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"35,117",語音對講裝置整合行動通訊服務
RFI-046-2,IB2024-I03-018,missing_scope,請確認本案是否納入「3.2.1.3 門禁出入安全管制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"35-36,118",主要出入口、重要空間具備門禁管制功能
RFI-046-3,IB2024-I03-018,missing_equipment_spec,請確認本案是否納入「3.2.1.3 門禁出入安全管制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"35-36,118",主要出入口、重要空間具備門禁管制功能
RFI-047-1,IB2024-I03-019,missing_scope,請確認本案是否納入「3.2.1.4 車輛出入安全管制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36,118",停車空間應具備車輛進出管制及辨識功能
RFI-047-2,IB2024-I03-019,missing_equipment_spec,請確認本案是否納入「3.2.1.4 車輛出入安全管制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36,118",停車空間應具備車輛進出管制及辨識功能
RFI-048-3,IB2024-I03-020,missing_scope,請確認本案是否納入「3.2.1.5 影像安全防護與紀錄」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36,119",規劃影像監視系統並錄影紀錄
RFI-048-1,IB2024-I03-020,missing_equipment_spec,請確認本案是否納入「3.2.1.5 影像安全防護與紀錄」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36,119",規劃影像監視系統並錄影紀錄
RFI-049-2,IB2024-I03-021,missing_integration_interface,請確認本案是否納入「3.2.1.6 防盜入侵主動告警」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台
RFI-049-3,IB2024-I03-021,missing_equipment_spec,請確認本案是否納入「3.2.1.6 防盜入侵主動告警」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"36-37,119",防盜入侵警報功能，並將訊號整合至智慧建築管理平台
RFI-050-1,IB2024-I03-022,missing_equipment_spec,請確認本案是否納入「3.2.1.7 安全防範辨識運算分析」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"37,120",安全防範具備辨識、運算及分析功能
RFI-050-2,IB2024-I03-022,missing_integration_interface,請確認本案是否納入「3.2.1.7 安全防範辨識運算分析」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"37,120",安全防範具備辨識、運算及分析功能
RFI-051-3,IB2024-I03-023,missing_scope,請確認本案是否納入「3.2.2.1 緊急求救位置顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台
RFI-051-1,IB2024-I03-023,missing_equipment_spec,請確認本案是否納入「3.2.2.1 緊急求救位置顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"37-38,120",顯示求救訊號之樓層及位置於智慧建築管理平台
RFI-052-2,IB2024-I03-024,missing_integration_interface,請確認本案是否納入「3.2.2.2 防盜入侵警報行動顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"38,121",於行動通訊裝置顯示防盜告警訊息
RFI-053-3,IB2024-I03-025,missing_integration_interface,請確認本案是否納入「3.2.3.1 緊急求救連動即時影像」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"38,121",緊急求救與影像整合連動功能
RFI-054-1,IB2024-I03-026,missing_integration_interface,請確認本案是否納入「3.2.3.2 防盜警報整合影像及環境設備」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"38-39,121",照明、廣播、聲光警報或其他整合連動
RFI-054-2,IB2024-I03-026,missing_equipment_spec,請確認本案是否納入「3.2.3.2 防盜警報整合影像及環境設備」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"38-39,121",照明、廣播、聲光警報或其他整合連動
RFI-055-3,IB2024-I03-027,missing_equipment_spec,請確認本案是否納入「3.2.4.1 有害氣體偵知」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"39,122",瓦斯、一氧化碳或其他有害氣體感測器
RFI-056-1,IB2024-I03-028,missing_integration_interface,請確認本案是否納入「3.2.4.2 排除有害氣體」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"39,122",具備排除或阻斷有害氣體之功能
RFI-057-2,IB2024-I04-001,missing_equipment_spec,請確認本案是否納入「4.2.1 建築外層智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"41-42,141-142",感應控制之動作關聯圖
RFI-057-3,IB2024-I04-001,missing_testing_requirement,請確認本案是否納入「4.2.1 建築外層智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"41-42,141-142",感應控制之動作關聯圖
RFI-058-1,IB2024-I04-002,missing_equipment_spec,請確認本案是否納入「4.2.2 空調系統智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"42,142-143",空調智慧化節能系統圖說；I/O點數表
RFI-058-2,IB2024-I04-002,missing_testing_requirement,請確認本案是否納入「4.2.2 空調系統智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"42,142-143",空調智慧化節能系統圖說；I/O點數表
RFI-059-3,IB2024-I04-003,missing_scope,請確認本案是否納入「4.2.3 照明與插座智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"42-43,143-144",照明及插座採智慧化控制
RFI-059-1,IB2024-I04-003,missing_equipment_spec,請確認本案是否納入「4.2.3 照明與插座智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"42-43,143-144",照明及插座採智慧化控制
RFI-060-2,IB2024-I04-004,missing_equipment_spec,請確認本案是否納入「4.2.4 動力設施智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"43-44,144-145",偵知單元及連動控制可達節能效益
RFI-060-3,IB2024-I04-004,missing_testing_requirement,請確認本案是否納入「4.2.4 動力設施智慧化節能」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"43-44,144-145",偵知單元及連動控制可達節能效益
RFI-061-1,IB2024-I04-005,missing_scope,請確認本案是否納入「4.2.5 水資源資訊揭露」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"44,145",智慧水表；用水量資訊即時視覺化
RFI-061-2,IB2024-I04-005,missing_equipment_spec,請確認本案是否納入「4.2.5 水資源資訊揭露」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"44,145",智慧水表；用水量資訊即時視覺化
RFI-062-3,IB2024-I04-006,missing_scope,請確認本案是否納入「4.2.6 水資源流向監測與管理」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"44-45,146",水平衡圖；用水流向資訊
RFI-062-1,IB2024-I04-006,missing_evidence_document,請確認本案是否納入「4.2.6 水資源流向監測與管理」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"44-45,146",水平衡圖；用水流向資訊
RFI-063-2,IB2024-I04-007,missing_equipment_spec,請確認本案是否納入「4.2.7 綠能技術」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表
RFI-063-3,IB2024-I04-007,missing_integration_interface,請確認本案是否納入「4.2.7 綠能技術」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表
RFI-064-1,IB2024-I04-008,missing_integration_interface,請確認本案是否納入「4.3.1 能源視覺化監視」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化
RFI-064-2,IB2024-I04-008,missing_evidence_document,請確認本案是否納入「4.3.1 能源視覺化監視」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化
RFI-065-3,IB2024-I04-009,missing_testing_requirement,請確認本案是否納入「4.3.2 空調效能持續監測與紀錄」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"46,148-149",偵知冰水溫差並記錄運轉偏差率
RFI-065-1,IB2024-I04-009,missing_equipment_spec,請確認本案是否納入「4.3.2 空調效能持續監測與紀錄」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"46,148-149",偵知冰水溫差並記錄運轉偏差率
RFI-066-2,IB2024-I04-010,missing_integration_interface,請確認本案是否納入「4.3.3 智慧需量控制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理
RFI-066-3,IB2024-I04-010,missing_testing_requirement,請確認本案是否納入「4.3.3 智慧需量控制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理
RFI-067-1,IB2024-I04-011,missing_scope,請確認本案是否納入「4.3.4 用電資訊視覺化顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"47-48,150",建築分項用電即時視覺化顯示與紀錄
RFI-067-2,IB2024-I04-011,missing_evidence_document,請確認本案是否納入「4.3.4 用電資訊視覺化顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"47-48,150",建築分項用電即時視覺化顯示與紀錄
RFI-068-3,IB2024-I04-012,missing_integration_interface,請確認本案是否納入「4.3.5 智慧用電管理」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"48,150",整合感知參數與連動結果進行用電效能分析預測
RFI-068-1,IB2024-I04-012,missing_testing_requirement,請確認本案是否納入「4.3.5 智慧用電管理」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"48,150",整合感知參數與連動結果進行用電效能分析預測
RFI-069-2,IB2024-I04-013,missing_evidence_document,請確認本案是否納入「4.3.6 能源流向有效管理」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"48-49,150-151",能源績效指標；能源分攤機制
RFI-070-3,IB2024-I05-001,missing_scope,請確認本案是否納入「5.1.1.1 熱環境及二氧化碳濃度狀態偵知」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"50,157",溫熱環境感測設施；二氧化碳濃度設施
RFI-070-1,IB2024-I05-001,missing_equipment_spec,請確認本案是否納入「5.1.1.1 熱環境及二氧化碳濃度狀態偵知」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"50,157",溫熱環境感測設施；二氧化碳濃度設施
RFI-071-2,IB2024-I05-002,missing_equipment_spec,請確認本案是否納入「5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境
RFI-071-3,IB2024-I05-002,missing_scope,請確認本案是否納入「5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境
RFI-072-1,IB2024-I05-003,missing_integration_interface,請確認本案是否納入「5.1.2.1 溫熱環境資訊顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"52,159",顯示溫熱環境偵測資訊
RFI-073-2,IB2024-I05-004,missing_integration_interface,請確認本案是否納入「5.1.2.2 空氣品質環境資訊顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"52-53,159-160",顯示空氣品質環境偵測資訊
RFI-074-3,IB2024-I05-005,missing_integration_interface,請確認本案是否納入「5.1.2.3 光環境資訊顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"53,160",顯示光環境偵測資訊
RFI-075-1,IB2024-I05-006,missing_integration_interface,請確認本案是否納入「5.1.2.4 水環境資訊顯示」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"53-54,160",水箱水質偵測；納入智慧建築管理平台
RFI-076-2,IB2024-I05-007,missing_integration_interface,請確認本案是否納入「5.1.3.1 溫熱或空氣品質控制設施連動控制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"54,161",依據環境感測結果，連動溫熱環境控制設施
RFI-076-3,IB2024-I05-007,missing_testing_requirement,請確認本案是否納入「5.1.3.1 溫熱或空氣品質控制設施連動控制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"54,161",依據環境感測結果，連動溫熱環境控制設施
RFI-077-1,IB2024-I05-008,missing_integration_interface,請確認本案是否納入「5.1.3.2 光環境控制設施連動控制」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"54,161",連動光環境控制設施
RFI-078-2,IB2024-I05-009,missing_equipment_spec,請確認本案是否納入「5.2.1.3 降低病毒入侵風險設施」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣
RFI-078-3,IB2024-I05-009,missing_scope,請確認本案是否納入「5.2.1.3 降低病毒入侵風險設施」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣
RFI-079-1,IB2024-I05-010,missing_equipment_spec,請確認本案是否納入「5.2.1.4 非接觸性設備」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"56,164",聲控設備、掃描辨識服務
RFI-080-2,IB2024-I05-011,missing_scope,請確認本案是否納入「5.2.1.5 自我保護智慧化措施」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"57,164",水流感測器、共用物品主動消毒、使用者密度管制
RFI-080-3,IB2024-I05-011,missing_equipment_spec,請確認本案是否納入「5.2.1.5 自我保護智慧化措施」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"57,164",水流感測器、共用物品主動消毒、使用者密度管制
RFI-081-1,IB2024-I05-012,missing_scope,請確認本案是否納入「5.2.2.1 照護服務設施設備或系統平台」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,low,"58,165",照護服務設施設備或系統平台
RFI-082-2,IB2024-I05-013,missing_scope,請確認本案是否納入「5.2.2.2 遠距照護服務系統」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,low,"58,165",遠距照護服務系統
RFI-083-3,IB2024-I05-014,missing_scope,請確認本案是否納入「5.3.1.1 便利生活整合性應用服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"59,166",整合性應用服務平台或 APP
RFI-083-1,IB2024-I05-014,missing_integration_interface,請確認本案是否納入「5.3.1.1 便利生活整合性應用服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"59,166",整合性應用服務平台或 APP
RFI-084-2,IB2024-I05-015,missing_integration_interface,請確認本案是否納入「5.3.1.2 個人化提醒服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"59-60,166",個別繳費提醒、郵件提取、用藥、停車充電提醒
RFI-085-3,IB2024-I05-016,missing_scope,請確認本案是否納入「5.3.2.2 個別化主動調適服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"60,167",溫度、照度等個別化主動調適機制
RFI-085-1,IB2024-I05-016,missing_integration_interface,請確認本案是否納入「5.3.2.2 個別化主動調適服務」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"60,167",溫度、照度等個別化主動調適機制
RFI-086-2,IB2024-I06-001,missing_evidence_document,請確認本案是否納入「6.1.1 智慧創新設計手法、設備或系統」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"61,173",安全、健康、便利、效率及維護等具有效益
RFI-087-3,IB2024-I06-002,missing_equipment_spec,請確認本案是否納入「6.3.1 採用智慧建材」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,medium,"63,176",具有感知、處理、致動、辨識、自預警或自修復
RFI-088-1,IB2024-I06-003,missing_integration_interface,請確認本案是否納入「6.4.1 採用資料格式標準」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"64,177",TAICS TS-0054 v1.0
RFI-088-2,IB2024-I06-003,missing_evidence_document,請確認本案是否納入「6.4.1 採用資料格式標準」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"64,177",TAICS TS-0054 v1.0
RFI-089-3,IB2024-I06-004,missing_system_boundary,請確認本案是否納入「6.5.1 採用智慧管理雲平台」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"64-65,178",資料能定時匯入智慧管理雲平台數據庫
RFI-089-1,IB2024-I06-004,missing_integration_interface,請確認本案是否納入「6.5.1 採用智慧管理雲平台」；若納入，請提供申請範圍、系統邊界、設備規格、介面、測試方式與佐證文件。,無法判斷是否可能對應智慧建築 2024 規則，也無法產生可靠 CAD 任務草稿或送審文件清單。,high,"64-65,178",資料能定時匯入智慧管理雲平台數據庫
