cad_rule_id,rule_id,system_code,cad_task_type,cad_task_description,required_inputs,expected_output,blocking_rfi_condition,source_page,requires_human_review
CAD-139,IB2024-I04-003,BMS,io_point_schedule,依 4.2.3 照明與插座智慧化節能 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"42-43,143-144",true
CAD-140,IB2024-I04-003,BMS,device_schedule,依 4.2.3 照明與插座智慧化節能 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"42-43,143-144",true
CAD-141,IB2024-I04-004,BMS,system_diagram,依 4.2.4 動力設施智慧化節能 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-142,IB2024-I04-004,BMS,io_point_schedule,依 4.2.4 動力設施智慧化節能 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-143,IB2024-I04-004,BMS,device_schedule,依 4.2.4 動力設施智慧化節能 建立 device_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,device_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_testing_requirement,"43-44,144-145",true
CAD-144,IB2024-I04-005,BMS,riser,依 4.2.5 水資源資訊揭露 建立 riser 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,riser 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-145,IB2024-I04-005,BMS,layout,依 4.2.5 水資源資訊揭露 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-146,IB2024-I04-005,BMS,io_point_schedule,依 4.2.5 水資源資訊揭露 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"44,145",true
CAD-147,IB2024-I04-006,BMS,riser,依 4.2.6 水資源流向監測與管理 建立 riser 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,riser 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-148,IB2024-I04-006,BMS,system_diagram,依 4.2.6 水資源流向監測與管理 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-149,IB2024-I04-006,BMS,io_point_schedule,依 4.2.6 水資源流向監測與管理 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"44-45,146",true
CAD-150,IB2024-I04-007,EMS,system_diagram,依 4.2.7 綠能技術 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"45,147",true
CAD-151,IB2024-I04-007,EMS,io_point_schedule,依 4.2.7 綠能技術 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"45,147",true
CAD-152,IB2024-I04-007,EMS,evidence_doc,依 4.2.7 綠能技術 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_integration_interface,"45,147",true
CAD-153,IB2024-I04-008,EMS,system_diagram,依 4.3.1 能源視覺化監視 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_evidence_document,"45-46,147-148",true
CAD-154,IB2024-I04-008,EMS,io_point_schedule,依 4.3.1 能源視覺化監視 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_evidence_document,"45-46,147-148",true
CAD-155,IB2024-I04-008,EMS,evidence_doc,依 4.3.1 能源視覺化監視 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_evidence_document,"45-46,147-148",true
CAD-156,IB2024-I04-009,EMS,system_diagram,依 4.3.2 空調效能持續監測與紀錄 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement; missing_equipment_spec,"46,148-149",true
CAD-157,IB2024-I04-009,EMS,io_point_schedule,依 4.3.2 空調效能持續監測與紀錄 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement; missing_equipment_spec,"46,148-149",true
CAD-158,IB2024-I04-009,EMS,evidence_doc,依 4.3.2 空調效能持續監測與紀錄 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_testing_requirement; missing_equipment_spec,"46,148-149",true
CAD-159,IB2024-I04-010,EMS,system_diagram,依 4.3.3 智慧需量控制 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"46-47,149",true
CAD-160,IB2024-I04-010,EMS,io_point_schedule,依 4.3.3 智慧需量控制 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"46-47,149",true
CAD-161,IB2024-I04-010,EMS,evidence_doc,依 4.3.3 智慧需量控制 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"46-47,149",true
CAD-162,IB2024-I04-011,EMS,system_diagram,依 4.3.4 用電資訊視覺化顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"47-48,150",true
CAD-163,IB2024-I04-011,EMS,io_point_schedule,依 4.3.4 用電資訊視覺化顯示 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_evidence_document,"47-48,150",true
CAD-164,IB2024-I04-012,EMS,system_diagram,依 4.3.5 智慧用電管理 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"48,150",true
CAD-165,IB2024-I04-012,EMS,io_point_schedule,依 4.3.5 智慧用電管理 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"48,150",true
CAD-166,IB2024-I04-012,EMS,evidence_doc,依 4.3.5 智慧用電管理 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"48,150",true
CAD-167,IB2024-I04-013,EMS,evidence_doc,依 4.3.6 能源流向有效管理 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_evidence_document,"48-49,150-151",true
CAD-168,IB2024-I04-013,EMS,system_diagram,依 4.3.6 能源流向有效管理 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_evidence_document,"48-49,150-151",true
CAD-169,IB2024-I05-001,IAQ,layout,依 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"50,157",true
CAD-170,IB2024-I05-001,IAQ,io_point_schedule,依 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"50,157",true
CAD-171,IB2024-I05-002,IAQ,layout,依 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_scope,"51-52,158-159",true
CAD-172,IB2024-I05-002,IAQ,io_point_schedule,依 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_scope,"51-52,158-159",true
CAD-173,IB2024-I05-003,IAQ,system_diagram,依 5.1.2.1 溫熱環境資訊顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"52,159",true
CAD-174,IB2024-I05-003,IAQ,evidence_doc,依 5.1.2.1 溫熱環境資訊顯示 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"52,159",true
CAD-175,IB2024-I05-004,IAQ,system_diagram,依 5.1.2.2 空氣品質環境資訊顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"52-53,159-160",true
CAD-176,IB2024-I05-004,IAQ,evidence_doc,依 5.1.2.2 空氣品質環境資訊顯示 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"52-53,159-160",true
CAD-177,IB2024-I05-005,SENSOR,system_diagram,依 5.1.2.3 光環境資訊顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"53,160",true
CAD-178,IB2024-I05-005,SENSOR,evidence_doc,依 5.1.2.3 光環境資訊顯示 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"53,160",true
CAD-179,IB2024-I05-006,SENSOR,system_diagram,依 5.1.2.4 水環境資訊顯示 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"53-54,160",true
CAD-180,IB2024-I05-006,SENSOR,evidence_doc,依 5.1.2.4 水環境資訊顯示 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"53-54,160",true
CAD-181,IB2024-I05-007,IAQ,system_diagram,依 5.1.3.1 溫熱或空氣品質控制設施連動控制 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"54,161",true
CAD-182,IB2024-I05-007,IAQ,layout,依 5.1.3.1 溫熱或空氣品質控制設施連動控制 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"54,161",true
CAD-183,IB2024-I05-007,IAQ,io_point_schedule,依 5.1.3.1 溫熱或空氣品質控制設施連動控制 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_testing_requirement,"54,161",true
CAD-184,IB2024-I05-008,SENSOR,system_diagram,依 5.1.3.2 光環境控制設施連動控制 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"54,161",true
CAD-185,IB2024-I05-008,SENSOR,layout,依 5.1.3.2 光環境控制設施連動控制 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"54,161",true
CAD-186,IB2024-I05-009,SENSOR,layout,依 5.2.1.3 降低病毒入侵風險設施 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_scope,"56,163",true
CAD-187,IB2024-I05-009,SENSOR,system_diagram,依 5.2.1.3 降低病毒入侵風險設施 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec; missing_scope,"56,163",true
CAD-188,IB2024-I05-010,SENSOR,layout,依 5.2.1.4 非接觸性設備 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"56,164",true
CAD-189,IB2024-I05-010,SENSOR,system_diagram,依 5.2.1.4 非接觸性設備 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"56,164",true
CAD-190,IB2024-I05-011,SENSOR,layout,依 5.2.1.5 自我保護智慧化措施 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"57,164",true
CAD-191,IB2024-I05-011,SENSOR,system_diagram,依 5.2.1.5 自我保護智慧化措施 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_equipment_spec,"57,164",true
CAD-192,IB2024-I05-012,BMS,system_diagram,依 5.2.2.1 照護服務設施設備或系統平台 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope,"58,165",true
CAD-193,IB2024-I05-012,BMS,evidence_doc,依 5.2.2.1 照護服務設施設備或系統平台 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope,"58,165",true
CAD-194,IB2024-I05-013,BMS,system_diagram,依 5.2.2.2 遠距照護服務系統 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope,"58,165",true
CAD-195,IB2024-I05-013,BMS,evidence_doc,依 5.2.2.2 遠距照護服務系統 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope,"58,165",true
CAD-196,IB2024-I05-014,BMS,system_diagram,依 5.3.1.1 便利生活整合性應用服務 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_integration_interface,"59,166",true
CAD-197,IB2024-I05-014,BMS,evidence_doc,依 5.3.1.1 便利生活整合性應用服務 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_integration_interface,"59,166",true
CAD-198,IB2024-I05-015,BMS,system_diagram,依 5.3.1.2 個人化提醒服務 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"59-60,166",true
CAD-199,IB2024-I05-015,BMS,evidence_doc,依 5.3.1.2 個人化提醒服務 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface,"59-60,166",true
CAD-200,IB2024-I05-016,BMS,system_diagram,依 5.3.2.2 個別化主動調適服務 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_integration_interface,"60,167",true
CAD-201,IB2024-I05-016,BMS,io_point_schedule,依 5.3.2.2 個別化主動調適服務 建立 io_point_schedule 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,io_point_schedule 草稿或佐證文件清單，附 rule_id 與 source_page,missing_scope; missing_integration_interface,"60,167",true
CAD-202,IB2024-I06-001,BMS,system_diagram,依 6.1.1 智慧創新設計手法、設備或系統 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_evidence_document,"61,173",true
CAD-203,IB2024-I06-001,BMS,evidence_doc,依 6.1.1 智慧創新設計手法、設備或系統 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_evidence_document,"61,173",true
CAD-204,IB2024-I06-002,SENSOR,layout,依 6.3.1 採用智慧建材 建立 layout 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,layout 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"63,176",true
CAD-205,IB2024-I06-002,SENSOR,evidence_doc,依 6.3.1 採用智慧建材 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_equipment_spec,"63,176",true
CAD-206,IB2024-I06-003,BMS,evidence_doc,依 6.4.1 採用資料格式標準 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_integration_interface; missing_evidence_document,"64,177",true
CAD-207,IB2024-I06-004,BMS,system_diagram,依 6.5.1 採用智慧管理雲平台 建立 system_diagram 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,system_diagram 草稿或佐證文件清單，附 rule_id 與 source_page,missing_system_boundary; missing_integration_interface,"64-65,178",true
CAD-208,IB2024-I06-004,BMS,evidence_doc,依 6.5.1 採用智慧管理雲平台 建立 evidence_doc 草稿，僅標示需求來源與待確認欄位，不自行決定點位數量或設備位置。,需求書條文、建築平面/昇位底圖、設備清單、系統邊界、整合介面、送審階段,evidence_doc 草稿或佐證文件清單，附 rule_id 與 source_page,missing_system_boundary; missing_integration_interface,"64-65,178",true
